study_id,DOI,site_id,core_id,corenotes,Habitat_type,Habitat,Year_collected,Latitude,Longitude,U_depth_m,L_depth_m,OC_perc,N_perc,LOI,BD_reported_g_cm3,notes
Asanopoulos_et_al_2021,https://doi.org/10.1071/SR20040,Site 4_Port Wakefield,PWT11002,"Transect 2, Position 2",Tidal marsh,Sarcocornia quinqueflora/Tecticornia arbuscular,2016,34.19111111,138.1458333,0,0.1,2.837691886,0.353601681,NA,0.617123292,GPS was taken from the centre core of each transect
Asanopoulos_et_al_2021,https://doi.org/10.1071/SR20040,Site 4_Port Wakefield,PWT11003,"Transect 2, Position 3",Tidal marsh,Sarcocornia quinqueflora/Tecticornia arbuscular,2016,34.19111111,138.1458333,0,0.1,3.395488809,0.345050112,NA,0.639404984,GPS was taken from the centre core of each transect
Asanopoulos_et_al_2021,https://doi.org/10.1071/SR20040,Site 4_Port Wakefield,PWT11004,"Transect 2, Position 4",Tidal marsh,Sarcocornia quinqueflora/Tecticornia arbuscular,2016,34.19111111,138.1458333,0,0.1,3.184,0.336498543,NA,0.592852163,GPS was taken from the centre core of each transect
Asanopoulos_et_al_2021,https://doi.org/10.1071/SR20040,Site 4_Port Wakefield,PWT11005,"Transect 2, Position 5",Mangrove,A marina,2016,34.19111111,138.1458333,0,0.1,3.086455185,0.327946973,NA,0.629258856,GPS was taken from the centre core of each transect
Asanopoulos_et_al_2021,https://doi.org/10.1071/SR20040,Site 4_Port Wakefield,PWT11006,"Transect 2, Position 6",Mangrove,A marina,2016,34.19111111,138.1458333,0,0.1,3.067053256,0.319395404,NA,0.547691948,GPS was taken from the centre core of each transect
Asanopoulos_et_al_2021,https://doi.org/10.1071/SR20040,Site 4_Port Wakefield,PWT11007,"Transect 2, Position 7",Mangrove,A marina,2016,34.19111111,138.1458333,0,0.1,2.614872706,0.310843835,NA,0.741662035,GPS was taken from the centre core of each transect
Asanopoulos_et_al_2021,https://doi.org/10.1071/SR20040,Site 4_Port Wakefield,PWT11008,"Transect 2, Position 8",Mangrove,A marina,2016,34.19111111,138.1458333,0,0.1,2.522788655,0.302292266,NA,0.753797599,GPS was taken from the centre core of each transect
Asanopoulos_et_al_2021,https://doi.org/10.1071/SR20040,Site 4_Port Wakefield,PWT12001,"Transect 3, Position 1",Tidal marsh,Sarcocornia quinqueflora/Tecticornia arbuscular,2016,34.19122222,138.1458333,0,0.1,3.03596111,0.285189128,NA,0.652535267,GPS was taken from the centre core of each transect
Asanopoulos_et_al_2021,https://doi.org/10.1071/SR20040,Site 4_Port Wakefield,PWT12002,"Transect 3, Position 2",Tidal marsh,Sarcocornia quinqueflora/Tecticornia arbuscular,2016,34.19122222,138.1458333,0,0.1,2.79393015,0.276637558,NA,0.681183156,GPS was taken from the centre core of each transect
Asanopoulos_et_al_2021,https://doi.org/10.1071/SR20040,Site 4_Port Wakefield,PWT12003,"Transect 3, Position 3",Tidal marsh,Sarcocornia quinqueflora/Tecticornia arbuscular,2016,34.19122222,138.1458333,0,0.1,2.207423085,0.268085989,NA,0.744248303,GPS was taken from the centre core of each transect
Asanopoulos_et_al_2021,https://doi.org/10.1071/SR20040,Site 4_Port Wakefield,PWT12004,"Transect 3, Position 4",Tidal marsh,Sarcocornia quinqueflora/Tecticornia arbuscular,2016,34.19122222,138.1458333,0,0.1,1.976800782,0.25953442,NA,0.876545849,GPS was taken from the centre core of each transect
Asanopoulos_et_al_2021,https://doi.org/10.1071/SR20040,Site 4_Port Wakefield,PWT12005,"Transect 3, Position 5",Mangrove,A marina,2016,34.19122222,138.1458333,0,0.1,1.81926962,0.250982851,NA,0.972436702,GPS was taken from the centre core of each transect
Asanopoulos_et_al_2021,https://doi.org/10.1071/SR20040,Site 4_Port Wakefield,PWT12006,"Transect 3, Position 6",Mangrove,A marina,2016,34.19122222,138.1458333,0,0.1,2.069,0.242431282,NA,0.956720152,GPS was taken from the centre core of each transect
