study_id,DOI,site_id,core_id,corenotes,Habitat_type,Habitat,Year_collected,Latitude,Longitude,U_depth_cm,L_depth_cm,OC_perc,N_perc,LOI,BD_reported_g_cm3,notes
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Las Palmas,2,Chiapas,Mangroves,mangroves,2012,15.1648,-86.8278,30,50,1.69,0.08,,1.25,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Las Palmas,2,Chiapas,Mangroves,mangroves,2012,15.1648,-86.8278,50,102,0.26,0.01,,1.6,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Las Palmas,3,Chiapas,Mangroves,mangroves,2012,15.1648,-86.8278,0,15,3.04,0.23,,0.71,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Las Palmas,3,Chiapas,Mangroves,mangroves,2012,15.1648,-86.8278,15,30,1.13,0.08,,1.13,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Las Palmas,3,Chiapas,Mangroves,mangroves,2012,15.1648,-86.8278,30,50,0.9,0.05,,1.06,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Las Palmas,3,Chiapas,Mangroves,mangroves,2012,15.1648,-86.8278,50,115,0.26,0.01,,1.26,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Las Palmas,4,Chiapas,Mangroves,mangroves,2012,15.1648,-86.8278,0,15,5.9,0.29,,0.65,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Las Palmas,4,Chiapas,Mangroves,mangroves,2012,15.1648,-86.8278,15,30,1.04,0.08,,1.06,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Las Palmas,4,Chiapas,Mangroves,mangroves,2012,15.1648,-86.8278,30,50,1.21,0.07,,0.89,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Las Palmas,4,Chiapas,Mangroves,mangroves,2012,15.1648,-86.8278,50,121,0.42,0.03,,0.99,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Las Palmas,5,Chiapas,Mangroves,mangroves,2012,15.1648,-86.8278,0,15,4.96,0.44,,0.63,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Las Palmas,5,Chiapas,Mangroves,mangroves,2012,15.1648,-86.8278,15,30,1.48,0.09,,1.01,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Las Palmas,5,Chiapas,Mangroves,mangroves,2012,15.1648,-86.8278,30,50,1.01,0.06,,1.18,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Las Palmas,5,Chiapas,Mangroves,mangroves,2012,15.1648,-86.8278,50,106,1.72,0.05,,1.6,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Las Palmas,6,Chiapas,Mangroves,mangroves,2012,15.1648,-86.8278,0,15,9.38,0.62,,0.33,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Las Palmas,6,Chiapas,Mangroves,mangroves,2012,15.1648,-86.8278,15,30,3.6,0.22,,0.63,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Las Palmas,6,Chiapas,Mangroves,mangroves,2012,15.1648,-86.8278,30,50,1.75,0.09,,1.35,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Las Palmas,6,Chiapas,Mangroves,mangroves,2012,15.1648,-86.8278,50,137,2.08,0.09,,1.24,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Tular,1,Chiapas,Hyposaline marsh,marsh,2012,15.0321,-92.7081,0,15,0.78,0.14,,0.77,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Tular,1,Chiapas,Hyposaline marsh,marsh,2012,15.0321,-92.7081,15,30,2.77,0.3,,0.6,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Tular,1,Chiapas,Hyposaline marsh,marsh,2012,15.0321,-92.7081,30,50,12.54,0.52,,0.54,
Adame et al. 2015,https://bg.copernicus.org/articles/12/3805/2015/,Tular,1,Chiapas,Hyposaline marsh,marsh,2012,15.0321,-92.7081,50,100,1.73,0.15,,0.8,
