"","Source","Site_name","Site","Plot","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Emirate","Country","Year_collected","U_depth_m","L_depth_m","Method","IC_perc","OC_perc","SOM_perc","BD_reported_g_cm3","N_perc","DOI","study_id","site_id","core_id"
"934","Schile et al 2016","LS marawah_island mangrove 1","marawah_island",1,"mangrove",24.281622,53.313321,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.15,0.27,"EA",8.71,5.9,13.132,0.618,0.252,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","marawah_island",1
"935","Schile et al 2016","LS marawah_island mangrove 2","marawah_island",2,"mangrove",24.281467,53.31343,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0,0.15,"EA",9.43,1.26,6.497,1.263,0.102,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","marawah_island",2
"936","Schile et al 2016","LS marawah_island mangrove 2","marawah_island",2,"mangrove",24.281467,53.31343,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.15,0.24,"EA",8.71,3.52,10.637,0.933,0.17,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","marawah_island",2
"937","Schile et al 2016","LS marawah_island mangrove 3","marawah_island",3,"mangrove",24.281328,53.313532,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0,0.15,"EA",0.22,14.15,35.06,0.317,0.755,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","marawah_island",3
"938","Schile et al 2016","LS marawah_island mangrove 3","marawah_island",3,"mangrove",24.281328,53.313532,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.15,0.27,"EA",0.23,13.27,34.817,0.376,0.679,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","marawah_island",3
"939","Schile et al 2016","LS marawah_island mangrove 4","marawah_island",4,"mangrove",24.28124,53.31367,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0,0.15,"EA",8.06,1.99,7.767,1.095,0.152,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","marawah_island",4
"940","Schile et al 2016","LS marawah_island mangrove 4","marawah_island",4,"mangrove",24.28124,53.31367,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.15,0.21,"EA",9.09,3.34,8.951,0.673,0.167,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","marawah_island",4
"941","Schile et al 2016","LS marawah_island mangrove 5","marawah_island",5,"mangrove",24.281148,53.31385,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0,0.15,"EA",2.67,7.97,22.325,0.435,0.524,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","marawah_island",5
"942","Schile et al 2016","LS marawah_island mangrove 5","marawah_island",5,"mangrove",24.281148,53.31385,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.15,0.29,"EA",6.92,5.65,14.115,0.547,0.259,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","marawah_island",5
"943","Schile et al 2016","LS marawah_island mangrove 6","marawah_island",6,"mangrove",24.281024,53.313945,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0,0.15,"EA",6.12,4.11,11.184,0.821,0.252,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","marawah_island",6
"944","Schile et al 2016","LS marawah_island mangrove 6","marawah_island",6,"mangrove",24.281024,53.313945,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.15,0.26,"EA",7.83,3.19,8.978,0.975,0.138,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","marawah_island",6
"945","Schile et al 2016","LS marawah_island salt marsh 1","marawah_island",1,"salt marsh",24.28207,53.313232,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0,0.16,"EA",7.94,1.59,8.944,1.228,0.083,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","marawah_island",1
"946","Schile et al 2016","LS marawah_island salt marsh 2","marawah_island",2,"salt marsh",24.282198,53.313369,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0,0.19,"EA",7.67,2.34,10.083,1.381,0.072,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","marawah_island",2
"947","Schile et al 2016","LS marawah_island salt marsh 3","marawah_island",3,"salt marsh",24.282323,53.313527,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0,0.15,"EA",8.05,2.6,11.461,1.49,0.06,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","marawah_island",3
"948","Schile et al 2016","LS marawah_island salt marsh 3","marawah_island",3,"salt marsh",24.282323,53.313527,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.15,0.23,"EA",9.78,0.86,5.997,1.491,0.073,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","marawah_island",3
"949","Schile et al 2016","LS marawah_island salt marsh 4","marawah_island",4,"salt marsh",24.282441,53.313661,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0,0.15,"EA",6.14,4.09,18.062,1.552,0.059,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","marawah_island",4
"950","Schile et al 2016","LS marawah_island salt marsh 4","marawah_island",4,"salt marsh",24.282441,53.313661,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.15,0.26,"EA",9.67,1.3,6.718,1.712,0.076,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","marawah_island",4
"951","Schile et al 2016","LS marawah_island salt marsh 5","marawah_island",5,"salt marsh",24.282577,53.313797,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0,0.1,"EA",5.06,4.97,21,1.368,0,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","marawah_island",5
"952","Schile et al 2016","LS marawah_island salt marsh 6","marawah_island",6,"salt marsh",24.282682,53.313945,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0,0.18,"EA",9.78,1.21,6.843,1.665,0.061,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","marawah_island",6
"953","Schile et al 2016","LS rafiq_island microbial mat 1","rafiq_island",1,"microbial mat",24.151466,54.077474,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0,0.01,"EA",6.19,3.39,14.266,1.096,0.323,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","rafiq_island",1
"954","Schile et al 2016","LS rafiq_island microbial mat 1","rafiq_island",1,"microbial mat",24.151466,54.077474,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.01,0.13,"EA",8.67,1.11,4.205,1.395,0.053,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","rafiq_island",1
"955","Schile et al 2016","LS rafiq_island microbial mat 2","rafiq_island",2,"microbial mat",24.151401,54.077304,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0,0.01,"EA",7.96,1.85,9.634,1.54,0.22,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","rafiq_island",2
"956","Schile et al 2016","LS rafiq_island microbial mat 2","rafiq_island",2,"microbial mat",24.151401,54.077304,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.01,0.14,"EA",9.72,0.44,3.958,1.342,0.059,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","rafiq_island",2
"957","Schile et al 2016","LS rafiq_island microbial mat 3","rafiq_island",3,"microbial mat",24.151341,54.077127,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0,0.01,"EA",6.42,3.58,13.659,1.321,0.272,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","rafiq_island",3
"958","Schile et al 2016","LS rafiq_island microbial mat 3","rafiq_island",3,"microbial mat",24.151341,54.077127,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.01,0.19,"EA",9.07,0.77,4.343,1.249,0.069,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","rafiq_island",3
"959","Schile et al 2016","LS rafiq_island microbial mat 4","rafiq_island",4,"microbial mat",24.151259,54.076975,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0,0.01,"EA",7.53,2.43,10.559,1.587,0.224,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","rafiq_island",4
"960","Schile et al 2016","LS rafiq_island microbial mat 4","rafiq_island",4,"microbial mat",24.151259,54.076975,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.01,0.2,"EA",9.58,0.4,4.087,1.356,0.058,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","rafiq_island",4
"961","Schile et al 2016","LS rafiq_island microbial mat 5","rafiq_island",5,"microbial mat",24.151197,54.076758,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0,0.01,"EA",5.22,4.33,16.995,1.125,0.378,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","rafiq_island",5
"962","Schile et al 2016","LS rafiq_island microbial mat 5","rafiq_island",5,"microbial mat",24.151197,54.076758,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.01,0.19,"EA",9.13,0.75,4.357,1.428,0.074,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","rafiq_island",5
"963","Schile et al 2016","LS ras_al_kaimah mangrove 1","ras_al_kaimah",1,"mangrove",25.77278,55.94654,"handheld GPS",1,"Ras Al Kaimah","United Arab Emirates",2014,NA,NA,"EA",5.37,1.67,4.042,1.553,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_al_kaimah",1
"964","Schile et al 2016","LS ras_al_kaimah mangrove 1","ras_al_kaimah",1,"mangrove",25.77278,55.94654,"handheld GPS",1,"Ras Al Kaimah","United Arab Emirates",2014,0,0.15,"EA",2.62,3.27,11.866,0.773,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_al_kaimah",1
"965","Schile et al 2016","LS ras_al_kaimah mangrove 1","ras_al_kaimah",1,"mangrove",25.77278,55.94654,"handheld GPS",1,"Ras Al Kaimah","United Arab Emirates",2014,0.15,0.3,"EA",4.74,1.58,4.192,1.637,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_al_kaimah",1
"966","Schile et al 2016","LS ras_al_kaimah mangrove 1","ras_al_kaimah",1,"mangrove",25.77278,55.94654,"handheld GPS",1,"Ras Al Kaimah","United Arab Emirates",2014,0.3,0.5,"EA",5.76,2.97,4.902,1.508,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_al_kaimah",1
"967","Schile et al 2016","LS ras_al_kaimah mangrove 1","ras_al_kaimah",1,"mangrove",25.77278,55.94654,"handheld GPS",1,"Ras Al Kaimah","United Arab Emirates",2014,0.5,1,"EA",5.22,0.17,4.196,1.511,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_al_kaimah",1
"968","Schile et al 2016","LS ras_al_kaimah mangrove 2","ras_al_kaimah",2,"mangrove",25.77278,55.94654,"handheld GPS",1,"Ras Al Kaimah","United Arab Emirates",2014,NA,NA,"EA",5.3,0.69,3.233,1.341,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_al_kaimah",2
"969","Schile et al 2016","LS ras_al_kaimah mangrove 2","ras_al_kaimah",2,"mangrove",25.77278,55.94654,"handheld GPS",1,"Ras Al Kaimah","United Arab Emirates",2014,0,0.15,"EA",0.64,5.05,17.005,0.444,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_al_kaimah",2
"970","Schile et al 2016","LS ras_al_kaimah mangrove 2","ras_al_kaimah",2,"mangrove",25.77278,55.94654,"handheld GPS",1,"Ras Al Kaimah","United Arab Emirates",2014,0.15,0.3,"EA",4.49,1.33,3.766,1.655,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_al_kaimah",2
"971","Schile et al 2016","LS ras_al_kaimah mangrove 2","ras_al_kaimah",2,"mangrove",25.77278,55.94654,"handheld GPS",1,"Ras Al Kaimah","United Arab Emirates",2014,0.3,0.5,"EA",5.75,0.46,3.238,1.563,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_al_kaimah",2
"972","Schile et al 2016","LS ras_al_kaimah mangrove 2","ras_al_kaimah",2,"mangrove",25.77278,55.94654,"handheld GPS",1,"Ras Al Kaimah","United Arab Emirates",2014,0.5,1,"EA",5.26,0.89,3.082,1.512,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_al_kaimah",2
"973","Schile et al 2016","LS ras_al_kaimah mangrove 3","ras_al_kaimah",3,"mangrove",25.77278,55.94654,"handheld GPS",1,"Ras Al Kaimah","United Arab Emirates",2014,NA,NA,"EA",3.54,1.18,3.175,1.637,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_al_kaimah",3
"974","Schile et al 2016","LS ras_al_kaimah mangrove 3","ras_al_kaimah",3,"mangrove",25.77278,55.94654,"handheld GPS",1,"Ras Al Kaimah","United Arab Emirates",2014,0,0.15,"EA",1.05,5.9,16.083,0.485,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_al_kaimah",3
"975","Schile et al 2016","LS ras_al_kaimah mangrove 3","ras_al_kaimah",3,"mangrove",25.77278,55.94654,"handheld GPS",1,"Ras Al Kaimah","United Arab Emirates",2014,0.15,0.3,"EA",4.52,1.28,3.509,1.342,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_al_kaimah",3
"976","Schile et al 2016","LS ras_al_kaimah mangrove 3","ras_al_kaimah",3,"mangrove",25.77278,55.94654,"handheld GPS",1,"Ras Al Kaimah","United Arab Emirates",2014,0.3,0.5,"EA",5.68,0.04,2.272,1.784,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_al_kaimah",3
"977","Schile et al 2016","LS ras_al_kaimah mangrove 3","ras_al_kaimah",3,"mangrove",25.77278,55.94654,"handheld GPS",1,"Ras Al Kaimah","United Arab Emirates",2014,0.5,1,"EA",5.98,1.91,3.049,1.545,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_al_kaimah",3
"978","Schile et al 2016","LS ras_al_kaimah mangrove 4","ras_al_kaimah",4,"mangrove",25.77278,55.94654,"handheld GPS",1,"Ras Al Kaimah","United Arab Emirates",2014,NA,NA,"EA",0.21,3.34,10.028,1.603,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_al_kaimah",4
"979","Schile et al 2016","LS ras_al_kaimah mangrove 4","ras_al_kaimah",4,"mangrove",25.77278,55.94654,"handheld GPS",1,"Ras Al Kaimah","United Arab Emirates",2014,0,0.15,"EA",0.2,5.08,22.42,0.371,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_al_kaimah",4
"980","Schile et al 2016","LS ras_al_kaimah mangrove 4","ras_al_kaimah",4,"mangrove",25.77278,55.94654,"handheld GPS",1,"Ras Al Kaimah","United Arab Emirates",2014,0.15,0.3,"EA",2.29,1.03,3.419,1.655,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_al_kaimah",4
"981","Schile et al 2016","LS ras_al_kaimah mangrove 4","ras_al_kaimah",4,"mangrove",25.77278,55.94654,"handheld GPS",1,"Ras Al Kaimah","United Arab Emirates",2014,0.3,0.5,"EA",5.43,0.43,2.986,1.722,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_al_kaimah",4
"982","Schile et al 2016","LS ras_al_kaimah mangrove 4","ras_al_kaimah",4,"mangrove",25.77278,55.94654,"handheld GPS",1,"Ras Al Kaimah","United Arab Emirates",2014,0.5,1,"EA",5.13,1.11,3.13,1.56,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_al_kaimah",4
"983","Schile et al 2016","LS ras_al_kaimah mangrove 5","ras_al_kaimah",5,"mangrove",25.77278,55.94654,"handheld GPS",1,"Ras Al Kaimah","United Arab Emirates",2014,NA,NA,"EA",4.62,1.05,3.174,1.284,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_al_kaimah",5
"984","Schile et al 2016","LS ras_al_kaimah mangrove 5","ras_al_kaimah",5,"mangrove",25.77278,55.94654,"handheld GPS",1,"Ras Al Kaimah","United Arab Emirates",2014,0,0.15,"EA",1.23,8.03,22.398,0.369,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_al_kaimah",5
"985","Schile et al 2016","LS ras_al_kaimah mangrove 5","ras_al_kaimah",5,"mangrove",25.77278,55.94654,"handheld GPS",1,"Ras Al Kaimah","United Arab Emirates",2014,0.15,0.3,"EA",5.13,0.59,3.7,1.397,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_al_kaimah",5
"986","Schile et al 2016","LS ras_al_kaimah mangrove 5","ras_al_kaimah",5,"mangrove",25.77278,55.94654,"handheld GPS",1,"Ras Al Kaimah","United Arab Emirates",2014,0.3,0.5,"EA",5.25,0.88,3.356,1.543,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_al_kaimah",5
"987","Schile et al 2016","LS ras_al_kaimah mangrove 5","ras_al_kaimah",5,"mangrove",25.77278,55.94654,"handheld GPS",1,"Ras Al Kaimah","United Arab Emirates",2014,0.5,1,"EA",5.81,0.22,3.092,1.431,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_al_kaimah",5
"988","Schile et al 2016","LS ras_al_kaimah mangrove 6","ras_al_kaimah",6,"mangrove",25.77278,55.94654,"handheld GPS",1,"Ras Al Kaimah","United Arab Emirates",2014,NA,NA,"EA",4.93,0.82,3.236,1.527,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_al_kaimah",6
"989","Schile et al 2016","LS ras_al_kaimah mangrove 6","ras_al_kaimah",6,"mangrove",25.77278,55.94654,"handheld GPS",1,"Ras Al Kaimah","United Arab Emirates",2014,0,0.15,"EA",0.3,8.53,23.276,0.308,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_al_kaimah",6
"990","Schile et al 2016","LS ras_al_kaimah mangrove 6","ras_al_kaimah",6,"mangrove",25.77278,55.94654,"handheld GPS",1,"Ras Al Kaimah","United Arab Emirates",2014,0.15,0.3,"EA",1.94,0.24,3.12,1.353,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_al_kaimah",6
"991","Schile et al 2016","LS ras_al_kaimah mangrove 6","ras_al_kaimah",6,"mangrove",25.77278,55.94654,"handheld GPS",1,"Ras Al Kaimah","United Arab Emirates",2014,0.3,0.5,"EA",5.88,0.17,3.113,1.467,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_al_kaimah",6
"992","Schile et al 2016","LS ras_al_kaimah mangrove 6","ras_al_kaimah",6,"mangrove",25.77278,55.94654,"handheld GPS",1,"Ras Al Kaimah","United Arab Emirates",2014,0.5,1,"EA",5.71,0.25,2.835,1.439,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_al_kaimah",6
"993","Schile et al 2016","LS ras_muhayjij seagrass 1","ras_muhayjij",1,"seagrass",24.25277,51.66758,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0,0.03,"EA",7.69,2.32,10.891,0.656,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_muhayjij",1
"994","Schile et al 2016","LS ras_muhayjij seagrass 1","ras_muhayjij",1,"seagrass",24.25277,51.66758,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.025,0.06,"EA",9.62,0.16,4.149,1.336,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_muhayjij",1
"995","Schile et al 2016","LS ras_muhayjij seagrass 1","ras_muhayjij",1,"seagrass",24.25277,51.66758,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.055,0.09,"EA",9.14,0.49,3.061,1.56,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_muhayjij",1
"996","Schile et al 2016","LS ras_muhayjij seagrass 1","ras_muhayjij",1,"seagrass",24.25277,51.66758,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.085,0.12,"EA",9.56,0.37,2.726,1.544,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_muhayjij",1
"997","Schile et al 2016","LS ras_muhayjij seagrass 1","ras_muhayjij",1,"seagrass",24.25277,51.66758,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.115,0.14,"EA",10.06,0.59,2.839,1.682,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_muhayjij",1
"998","Schile et al 2016","LS ras_muhayjij seagrass 1","ras_muhayjij",1,"seagrass",24.25277,51.66758,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.145,0.17,"EA",9.57,0.36,3.742,1.592,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_muhayjij",1
"999","Schile et al 2016","LS ras_muhayjij seagrass 1","ras_muhayjij",1,"seagrass",24.25277,51.66758,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.175,0.2,"EA",9.43,0.31,3.866,1.6,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_muhayjij",1
"1000","Schile et al 2016","LS ras_muhayjij seagrass 1","ras_muhayjij",1,"seagrass",24.25277,51.66758,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.205,0.23,"EA",9.94,0.12,3.191,1.452,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_muhayjij",1
"1001","Schile et al 2016","LS ras_muhayjij seagrass 2","ras_muhayjij",2,"seagrass",24.25277,51.66758,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0,0.03,"EA",9.43,0.67,4.058,1.386,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_muhayjij",2
"1002","Schile et al 2016","LS ras_muhayjij seagrass 2","ras_muhayjij",2,"seagrass",24.25277,51.66758,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.025,0.06,"EA",9.18,0.56,4.188,1.236,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_muhayjij",2
"1003","Schile et al 2016","LS ras_muhayjij seagrass 2","ras_muhayjij",2,"seagrass",24.25277,51.66758,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.055,0.09,"EA",9.35,0.65,3.747,1.543,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_muhayjij",2
"1004","Schile et al 2016","LS ras_muhayjij seagrass 2","ras_muhayjij",2,"seagrass",24.25277,51.66758,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.085,0.12,"EA",9.8,0.42,3.623,1.716,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_muhayjij",2
"1005","Schile et al 2016","LS ras_muhayjij seagrass 2","ras_muhayjij",2,"seagrass",24.25277,51.66758,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.115,0.14,"EA",9.64,0.33,3.394,1.791,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_muhayjij",2
"1006","Schile et al 2016","LS ras_muhayjij seagrass 2","ras_muhayjij",2,"seagrass",24.25277,51.66758,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.145,0.17,"EA",9.85,0.01,3.487,1.747,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_muhayjij",2
"1007","Schile et al 2016","LS ras_muhayjij seagrass 2","ras_muhayjij",2,"seagrass",24.25277,51.66758,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.175,0.2,"EA",9.63,0.48,3.416,1.734,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_muhayjij",2
"1008","Schile et al 2016","LS ras_muhayjij seagrass 2","ras_muhayjij",2,"seagrass",24.25277,51.66758,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.205,0.23,"EA",9.73,0.75,3.37,1.443,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_muhayjij",2
"1009","Schile et al 2016","LS ras_muhayjij seagrass 2","ras_muhayjij",2,"seagrass",24.25277,51.66758,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.235,0.26,"EA",10.13,0.26,3.236,1.661,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_muhayjij",2
"1010","Schile et al 2016","LS ras_muhayjij seagrass 2","ras_muhayjij",2,"seagrass",24.25277,51.66758,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.265,0.3,"EA",9.91,0.56,3.709,1.74,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_muhayjij",2
"1011","Schile et al 2016","LS ras_muhayjij seagrass 2","ras_muhayjij",2,"seagrass",24.25277,51.66758,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.295,0.32,"EA",10.07,0.36,3.687,1.6,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_muhayjij",2
"1012","Schile et al 2016","LS ras_muhayjij seagrass 2","ras_muhayjij",2,"seagrass",24.25277,51.66758,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.325,0.38,"EA",9.56,0.77,3.544,1.698,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_muhayjij",2
"1013","Schile et al 2016","LS ras_muhayjij seagrass 2","ras_muhayjij",2,"seagrass",24.25277,51.66758,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.385,0.44,"EA",10.01,0.25,3.419,1.606,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_muhayjij",2
"1014","Schile et al 2016","LS ras_muhayjij seagrass 2","ras_muhayjij",2,"seagrass",24.25277,51.66758,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.445,0.5,"EA",9.77,0.54,3.238,1.722,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_muhayjij",2
"1015","Schile et al 2016","LS ras_muhayjij seagrass 2","ras_muhayjij",2,"seagrass",24.25277,51.66758,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.505,0.56,"EA",9.52,0.87,3.158,1.714,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_muhayjij",2
"1016","Schile et al 2016","LS ras_muhayjij seagrass 2","ras_muhayjij",2,"seagrass",24.25277,51.66758,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.565,0.62,"EA",9.94,0.42,3.333,1.723,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_muhayjij",2
"1017","Schile et al 2016","LS ras_muhayjij seagrass 2","ras_muhayjij",2,"seagrass",24.25277,51.66758,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.625,0.69,"EA",9.79,0.28,3.397,1.672,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_muhayjij",2
"1018","Schile et al 2016","LS ras_muhayjij seagrass 2","ras_muhayjij",2,"seagrass",24.25277,51.66758,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.685,0.74,"EA",9.6,0.22,3.586,1.542,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ras_muhayjij",2
"1019","Schile et al 2016","LS sabkha_moon low sabkha 1","sabkha_moon",1,"low sabkha",24.123371,54.049667,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0,0.15,"EA",0.57,1.35,11.479,1.548,0.078,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","sabkha_moon",1
