"","Source","Site_name","Site","Plot","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Emirate","Country","Year_collected","U_depth_m","L_depth_m","Method","IC_perc","OC_perc","SOM_perc","BD_reported_g_cm3","N_perc","DOI","study_id","site_id","core_id"
"295","Schile et al 2016","LS al_shalila mangrove 6","al_shalila",6,"mangrove",24.656292,54.672616,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,1,2,"EA",9.38,1.34,3.782,1.194,0,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","al_shalila",6
"296","Schile et al 2016","LS ajman_al_zorah mangrove 1","ajman_al_zorah",1,"mangrove",25.4354,55.47844,"handheld GPS",1,"Ajman","United Arab Emirates",NA,0,0.15,"EA",3.71,2.53,5.386,1.208,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ajman_al_zorah",1
"297","Schile et al 2016","LS ajman_al_zorah mangrove 1","ajman_al_zorah",1,"mangrove",25.4354,55.47844,"handheld GPS",1,"Ajman","United Arab Emirates",NA,0.15,0.3,"EA",3.85,0.83,2.539,1.527,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ajman_al_zorah",1
"298","Schile et al 2016","LS ajman_al_zorah mangrove 1","ajman_al_zorah",1,"mangrove",25.4354,55.47844,"handheld GPS",1,"Ajman","United Arab Emirates",NA,0.3,0.5,"EA",3.09,0.22,1.662,1.613,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ajman_al_zorah",1
"299","Schile et al 2016","LS ajman_al_zorah mangrove 1","ajman_al_zorah",1,"mangrove",25.4354,55.47844,"handheld GPS",1,"Ajman","United Arab Emirates",NA,0.5,1,"EA",2.32,0.4,4.134,1.435,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ajman_al_zorah",1
"300","Schile et al 2016","LS ajman_al_zorah mangrove 2","ajman_al_zorah",2,"mangrove",25.4354,55.47844,"handheld GPS",1,"Ajman","United Arab Emirates",NA,0,0.15,"EA",8.32,0.27,2.807,1.547,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ajman_al_zorah",2
"301","Schile et al 2016","LS ajman_al_zorah mangrove 2","ajman_al_zorah",2,"mangrove",25.4354,55.47844,"handheld GPS",1,"Ajman","United Arab Emirates",NA,0.15,0.3,"EA",3.39,0.82,3.409,1.312,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ajman_al_zorah",2
"302","Schile et al 2016","LS ajman_al_zorah mangrove 2","ajman_al_zorah",2,"mangrove",25.4354,55.47844,"handheld GPS",1,"Ajman","United Arab Emirates",NA,0.3,0.5,"EA",2.04,0.93,3.006,1.54,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ajman_al_zorah",2
"303","Schile et al 2016","LS ajman_al_zorah mangrove 2","ajman_al_zorah",2,"mangrove",25.4354,55.47844,"handheld GPS",1,"Ajman","United Arab Emirates",NA,0.5,1,"EA",2.97,1.33,3.21,1.411,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ajman_al_zorah",2
"304","Schile et al 2016","LS ajman_al_zorah mangrove 3","ajman_al_zorah",3,"mangrove",25.4354,55.47844,"handheld GPS",1,"Ajman","United Arab Emirates",NA,0,0.15,"EA",2.33,2.53,5.809,1.108,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ajman_al_zorah",3
"305","Schile et al 2016","LS ajman_al_zorah mangrove 3","ajman_al_zorah",3,"mangrove",25.4354,55.47844,"handheld GPS",1,"Ajman","United Arab Emirates",NA,0.15,0.3,"EA",3.6,0.47,2.231,1.61,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ajman_al_zorah",3
"306","Schile et al 2016","LS ajman_al_zorah mangrove 3","ajman_al_zorah",3,"mangrove",25.4354,55.47844,"handheld GPS",1,"Ajman","United Arab Emirates",NA,0.3,0.5,"EA",1.63,1.71,1.923,1.538,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ajman_al_zorah",3
"307","Schile et al 2016","LS ajman_al_zorah mangrove 3","ajman_al_zorah",3,"mangrove",25.4354,55.47844,"handheld GPS",1,"Ajman","United Arab Emirates",NA,0.5,1,"EA",0.77,1.08,3.462,1.335,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ajman_al_zorah",3
"308","Schile et al 2016","LS ajman_al_zorah mangrove 4","ajman_al_zorah",4,"mangrove",25.4354,55.47844,"handheld GPS",1,"Ajman","United Arab Emirates",NA,0,0.15,"EA",2.7,1.01,4.45,0.916,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ajman_al_zorah",4
"309","Schile et al 2016","LS ajman_al_zorah mangrove 4","ajman_al_zorah",4,"mangrove",25.4354,55.47844,"handheld GPS",1,"Ajman","United Arab Emirates",NA,0.15,0.3,"EA",3.35,0.68,1.965,1.274,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ajman_al_zorah",4
"310","Schile et al 2016","LS ajman_al_zorah mangrove 4","ajman_al_zorah",4,"mangrove",25.4354,55.47844,"handheld GPS",1,"Ajman","United Arab Emirates",NA,0.3,0.5,"EA",2.6,0.36,3.002,1.626,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ajman_al_zorah",4
"311","Schile et al 2016","LS ajman_al_zorah mangrove 4","ajman_al_zorah",4,"mangrove",25.4354,55.47844,"handheld GPS",1,"Ajman","United Arab Emirates",NA,0.5,1,"EA",4.14,0.7,3.259,1.548,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ajman_al_zorah",4
"312","Schile et al 2016","LS ajman_al_zorah mangrove 5","ajman_al_zorah",5,"mangrove",25.4354,55.47844,"handheld GPS",1,"Ajman","United Arab Emirates",NA,0,0.15,"EA",2.92,1.26,3.996,1.26,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ajman_al_zorah",5
"313","Schile et al 2016","LS ajman_al_zorah mangrove 5","ajman_al_zorah",5,"mangrove",25.4354,55.47844,"handheld GPS",1,"Ajman","United Arab Emirates",NA,0.15,0.3,"EA",2.89,1.2,3.148,1.416,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ajman_al_zorah",5
"314","Schile et al 2016","LS ajman_al_zorah mangrove 5","ajman_al_zorah",5,"mangrove",25.4354,55.47844,"handheld GPS",1,"Ajman","United Arab Emirates",NA,0.3,0.5,"EA",1.62,1.6,2.599,1.487,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ajman_al_zorah",5
"315","Schile et al 2016","LS ajman_al_zorah mangrove 5","ajman_al_zorah",5,"mangrove",25.4354,55.47844,"handheld GPS",1,"Ajman","United Arab Emirates",NA,0.5,1,"EA",4.63,0.15,2.03,1.547,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ajman_al_zorah",5
"316","Schile et al 2016","LS ajman_al_zorah mangrove 6","ajman_al_zorah",6,"mangrove",25.4354,55.47844,"handheld GPS",1,"Ajman","United Arab Emirates",NA,0,0.15,"EA",2.02,2.81,6.325,1.075,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ajman_al_zorah",6
"317","Schile et al 2016","LS ajman_al_zorah mangrove 6","ajman_al_zorah",6,"mangrove",25.4354,55.47844,"handheld GPS",1,"Ajman","United Arab Emirates",NA,0.15,0.3,"EA",8.31,0.57,2.367,1.543,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ajman_al_zorah",6
"318","Schile et al 2016","LS ajman_al_zorah mangrove 6","ajman_al_zorah",6,"mangrove",25.4354,55.47844,"handheld GPS",1,"Ajman","United Arab Emirates",NA,0.3,0.5,"EA",2.46,0.72,1.871,1.515,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ajman_al_zorah",6
"319","Schile et al 2016","LS ajman_al_zorah mangrove 6","ajman_al_zorah",6,"mangrove",25.4354,55.47844,"handheld GPS",1,"Ajman","United Arab Emirates",NA,0.5,1,"EA",1.04,0.81,2.627,1.379,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","ajman_al_zorah",6
"320","Schile et al 2016","LS algal_moon microbial mat 1","algal_moon",1,"microbial mat",24.128395,54.040272,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0,0.03,"EA",5.27,7.56,20.551,0.855,0.816,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","algal_moon",1
"321","Schile et al 2016","LS algal_moon microbial mat 1","algal_moon",1,"microbial mat",24.128395,54.040272,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.03,0.15,"EA",6.53,3.43,16.222,0.758,0.471,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","algal_moon",1
"322","Schile et al 2016","LS algal_moon microbial mat 1","algal_moon",1,"microbial mat",24.128395,54.040272,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.15,0.3,"EA",5.18,5.63,12.38,0.878,0.35,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","algal_moon",1
"323","Schile et al 2016","LS algal_moon microbial mat 1","algal_moon",1,"microbial mat",24.128395,54.040272,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.3,0.44,"EA",7.27,3.06,9.238,0.941,0.274,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","algal_moon",1
"324","Schile et al 2016","LS algal_moon microbial mat 2","algal_moon",2,"microbial mat",24.12858,54.040357,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0,0.14,"EA",6.02,6.08,17.463,0.606,0.693,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","algal_moon",2
"325","Schile et al 2016","LS algal_moon microbial mat 2","algal_moon",2,"microbial mat",24.12858,54.040357,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.14,0.3,"EA",6.82,4.34,12.682,0.743,0.405,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","algal_moon",2
"326","Schile et al 2016","LS algal_moon microbial mat 2","algal_moon",2,"microbial mat",24.12858,54.040357,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.3,0.42,"EA",9.26,1.34,5.628,1.255,0.183,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","algal_moon",2
"327","Schile et al 2016","LS algal_moon microbial mat 3","algal_moon",3,"microbial mat",24.128747,54.040417,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0,0.04,"EA",5.01,7.82,20.915,0.566,0.889,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","algal_moon",3
"328","Schile et al 2016","LS algal_moon microbial mat 3","algal_moon",3,"microbial mat",24.128747,54.040417,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.04,0.15,"EA",6.07,5.69,16.204,0.622,0.573,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","algal_moon",3
"329","Schile et al 2016","LS algal_moon microbial mat 3","algal_moon",3,"microbial mat",24.128747,54.040417,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.15,0.3,"EA",6.88,4.23,12.645,0.809,0.393,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","algal_moon",3
"330","Schile et al 2016","LS algal_moon microbial mat 3","algal_moon",3,"microbial mat",24.128747,54.040417,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.3,0.43,"EA",8.97,1.55,8.981,1.699,0.061,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","algal_moon",3
"331","Schile et al 2016","LS algal_moon microbial mat 4","algal_moon",4,"microbial mat",24.128924,54.040486,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0,0.15,"EA",5.67,5.77,16.814,0.588,0.617,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","algal_moon",4
"332","Schile et al 2016","LS algal_moon microbial mat 4","algal_moon",4,"microbial mat",24.128924,54.040486,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.15,0.3,"EA",5.86,5.35,15.097,0.688,0.49,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","algal_moon",4
"333","Schile et al 2016","LS algal_moon microbial mat 4","algal_moon",4,"microbial mat",24.128924,54.040486,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.3,0.43,"EA",7.69,2.72,8.779,1.055,0.256,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","algal_moon",4
"334","Schile et al 2016","LS algal_moon microbial mat 5","algal_moon",5,"microbial mat",24.129085,54.040561,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0,0.15,"EA",4.62,7.5,19.958,0.62,0.792,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","algal_moon",5
"335","Schile et al 2016","LS algal_moon microbial mat 5","algal_moon",5,"microbial mat",24.129085,54.040561,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.15,0.3,"EA",5.18,7.5,18.747,0.656,0.713,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","algal_moon",5
"336","Schile et al 2016","LS algal_moon microbial mat 5","algal_moon",5,"microbial mat",24.129085,54.040561,"RTK GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.3,0.43,"EA",6.78,4.17,11.693,0.932,0.371,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","algal_moon",5
"337","Schile et al 2016","LS bu_tinah_2 seagrass 1","bu_tinah_2",1,"seagrass",24.57855,53.079,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0,0.03,"EA",10.53,1.42,5.603,1.271,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","bu_tinah_2",1
"338","Schile et al 2016","LS bu_tinah_2 seagrass 1","bu_tinah_2",1,"seagrass",24.57855,53.079,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.025,0.06,"EA",10.43,1.24,6.08,1.178,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","bu_tinah_2",1
"339","Schile et al 2016","LS bu_tinah_2 seagrass 1","bu_tinah_2",1,"seagrass",24.57855,53.079,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.055,0.09,"EA",10.78,0.78,4.62,1.26,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","bu_tinah_2",1
"340","Schile et al 2016","LS bu_tinah_2 seagrass 1","bu_tinah_2",1,"seagrass",24.57855,53.079,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.085,0.12,"EA",10.63,0.88,4.871,1.339,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","bu_tinah_2",1
"341","Schile et al 2016","LS bu_tinah_2 seagrass 1","bu_tinah_2",1,"seagrass",24.57855,53.079,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.115,0.14,"EA",10.91,0.74,3.938,1.203,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","bu_tinah_2",1
"342","Schile et al 2016","LS bu_tinah_2 seagrass 1","bu_tinah_2",1,"seagrass",24.57855,53.079,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.145,0.17,"EA",11.06,0.56,3.681,1.216,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","bu_tinah_2",1
"343","Schile et al 2016","LS bu_tinah_2 seagrass 1","bu_tinah_2",1,"seagrass",24.57855,53.079,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.175,0.2,"EA",10.71,0.43,4.636,1.212,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","bu_tinah_2",1
"344","Schile et al 2016","LS bu_tinah_2 seagrass 1","bu_tinah_2",1,"seagrass",24.57855,53.079,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.205,0.23,"EA",10.67,0.95,3.973,1.244,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","bu_tinah_2",1
"345","Schile et al 2016","LS bu_tinah_2 seagrass 1","bu_tinah_2",1,"seagrass",24.57855,53.079,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.235,0.26,"EA",10.72,0.92,5.127,1.262,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","bu_tinah_2",1
"346","Schile et al 2016","LS bu_tinah_2 seagrass 1","bu_tinah_2",1,"seagrass",24.57855,53.079,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.265,0.3,"EA",10.6,1.04,5.257,1.201,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","bu_tinah_2",1
"347","Schile et al 2016","LS bu_tinah_2 seagrass 1","bu_tinah_2",1,"seagrass",24.57855,53.079,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.295,0.34,"EA",10.7,0.93,5.114,1.312,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","bu_tinah_2",1
"348","Schile et al 2016","LS bu_tinah_2 seagrass 1","bu_tinah_2",1,"seagrass",24.57855,53.079,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.34,0.4,"EA",10.62,1.06,4.648,1.218,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","bu_tinah_2",1
"349","Schile et al 2016","LS bu_tinah_2 seagrass 1","bu_tinah_2",1,"seagrass",24.57855,53.079,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.4,0.46,"EA",10.96,0.65,3.624,1.358,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","bu_tinah_2",1
"350","Schile et al 2016","LS bu_tinah_2 seagrass 1","bu_tinah_2",1,"seagrass",24.57855,53.079,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.46,0.52,"EA",10.9,0.67,3.801,1.348,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","bu_tinah_2",1
"351","Schile et al 2016","LS bu_tinah_2 seagrass 1","bu_tinah_2",1,"seagrass",24.57855,53.079,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.52,0.58,"EA",10.97,0.6,3.743,1.271,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","bu_tinah_2",1
"352","Schile et al 2016","LS bu_tinah_2 seagrass 1","bu_tinah_2",1,"seagrass",24.57855,53.079,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.58,0.64,"EA",10.91,0.63,3.363,1.492,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","bu_tinah_2",1
"353","Schile et al 2016","LS bu_tinah_2 seagrass 1","bu_tinah_2",1,"seagrass",24.57855,53.079,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.64,0.7,"EA",10.92,0.68,3.596,1.455,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","bu_tinah_2",1
"354","Schile et al 2016","LS bu_tinah_2 seagrass 1","bu_tinah_2",1,"seagrass",24.57855,53.079,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.7,0.76,"EA",10.87,0.74,3.364,1.463,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","bu_tinah_2",1
"355","Schile et al 2016","LS bu_tinah_2 seagrass 1","bu_tinah_2",1,"seagrass",24.57855,53.079,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.76,0.82,"EA",10.72,0.87,3.222,1.364,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","bu_tinah_2",1
"356","Schile et al 2016","LS bu_tinah_2 seagrass 1","bu_tinah_2",1,"seagrass",24.57855,53.079,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.82,0.88,"EA",11.23,0.37,3.27,1.35,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","bu_tinah_2",1
"357","Schile et al 2016","LS bu_tinah_2 seagrass 1","bu_tinah_2",1,"seagrass",24.57855,53.079,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.88,0.92,"EA",11.09,0.5,3.089,1.641,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","bu_tinah_2",1
"358","Schile et al 2016","LS bu_tinah_2 seagrass 1","bu_tinah_2",1,"seagrass",24.57855,53.079,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.925,0.96,"EA",11.08,0.57,3.068,1.626,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","bu_tinah_2",1
"359","Schile et al 2016","LS bu_tinah_2 seagrass 2","bu_tinah_2",2,"seagrass",24.57855,53.079,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0,0.03,"EA",11.15,0.59,3.205,1.132,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","bu_tinah_2",2
"360","Schile et al 2016","LS bu_tinah_2 seagrass 2","bu_tinah_2",2,"seagrass",24.57855,53.079,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.025,0.06,"EA",11.08,0.61,4.083,1.3,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","bu_tinah_2",2
"361","Schile et al 2016","LS bu_tinah_2 seagrass 2","bu_tinah_2",2,"seagrass",24.57855,53.079,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.055,0.09,"EA",10.58,1.09,3.476,1.173,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","bu_tinah_2",2
"362","Schile et al 2016","LS bu_tinah_2 seagrass 2","bu_tinah_2",2,"seagrass",24.57855,53.079,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.085,0.12,"EA",10.91,0.73,3.807,1.306,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","bu_tinah_2",2
"363","Schile et al 2016","LS bu_tinah_2 seagrass 2","bu_tinah_2",2,"seagrass",24.57855,53.079,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.115,0.14,"EA",11.01,0.62,3.637,1.257,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","bu_tinah_2",2
"364","Schile et al 2016","LS bu_tinah_2 seagrass 2","bu_tinah_2",2,"seagrass",24.57855,53.079,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.145,0.17,"EA",10.93,0.72,3.673,1.305,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","bu_tinah_2",2
"365","Schile et al 2016","LS bu_tinah_2 seagrass 2","bu_tinah_2",2,"seagrass",24.57855,53.079,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.175,0.2,"EA",11.09,0.62,4.494,1.104,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","bu_tinah_2",2
"366","Schile et al 2016","LS bu_tinah_2 seagrass 2","bu_tinah_2",2,"seagrass",24.57855,53.079,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.205,0.23,"EA",11.1,0.58,3.709,1.266,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","bu_tinah_2",2
"367","Schile et al 2016","LS bu_tinah_2 seagrass 2","bu_tinah_2",2,"seagrass",24.57855,53.079,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.235,0.26,"EA",10.72,0.78,3.553,1.247,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","bu_tinah_2",2
"368","Schile et al 2016","LS bu_tinah_2 seagrass 2","bu_tinah_2",2,"seagrass",24.57855,53.079,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.265,0.3,"EA",11,0.71,3.542,1.338,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","bu_tinah_2",2
"369","Schile et al 2016","LS bu_tinah_2 seagrass 2","bu_tinah_2",2,"seagrass",24.57855,53.079,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.295,0.34,"EA",10.94,0.79,4.132,1.307,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","bu_tinah_2",2
"370","Schile et al 2016","LS bu_tinah_2 seagrass 2","bu_tinah_2",2,"seagrass",24.57855,53.079,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.34,0.4,"EA",11.04,0.6,3.569,1.414,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","bu_tinah_2",2
"371","Schile et al 2016","LS bu_tinah_2 seagrass 2","bu_tinah_2",2,"seagrass",24.57855,53.079,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.4,0.46,"EA",10.85,0.8,3.8,1.316,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","bu_tinah_2",2
"372","Schile et al 2016","LS bu_tinah_2 seagrass 2","bu_tinah_2",2,"seagrass",24.57855,53.079,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.46,0.52,"EA",11.02,0.62,3.908,1.364,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","bu_tinah_2",2
"373","Schile et al 2016","LS bu_tinah_2 seagrass 2","bu_tinah_2",2,"seagrass",24.57855,53.079,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.52,0.58,"EA",11.06,0.55,3.496,1.26,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","bu_tinah_2",2
"374","Schile et al 2016","LS bu_tinah_2 seagrass 2","bu_tinah_2",2,"seagrass",24.57855,53.079,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.58,0.64,"EA",11.08,0.5,3.436,1.442,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","bu_tinah_2",2
"375","Schile et al 2016","LS bu_tinah_2 seagrass 2","bu_tinah_2",2,"seagrass",24.57855,53.079,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.64,0.7,"EA",11.08,0.63,3.51,1.37,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","bu_tinah_2",2
"376","Schile et al 2016","LS bu_tinah_2 seagrass 2","bu_tinah_2",2,"seagrass",24.57855,53.079,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.7,0.76,"EA",11.18,0.45,3.225,1.422,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","bu_tinah_2",2
"377","Schile et al 2016","LS bu_tinah_2 seagrass 2","bu_tinah_2",2,"seagrass",24.57855,53.079,"Garmin GPS",1,"Abu Dhabi","United Arab Emirates",2013,0.76,0.82,"EA",10.97,0.6,3.313,1.4,NA,"https://doi.org/10.15146/R3K59Z","Schile_et_al_2016","bu_tinah_2",2
